blockname,experiment,date,subject,cohort,procedure,solution,exclude,exclude_note,block_set,stim_set,deprivation,imaging
2024_05_23_acd03,acd,05/23/2024,acd03,1,multi_nacl,multi_nacl,NA,NA,"{1,0,3,2,4,0,2,1,4,3,2,1,3,4,2,0,1,4,0,3,3,0,4,1,1,3,2,2,4,0,0,4,1,0,2,1,2,4,3,3,1,0,0,2,3,1,4,2,3,4,3,2,1,0,1,4,2,3,4,0,1,4,4,0,3,2,3,2,1,0,1,3,4,4,0,1,0,2,3,2,4,3,0,1,2,1,4,3,0,2,1,4,3,1,2,4,0,2,3,0};",NA,wr,npm
2024_05_23_acd04,acd,05/23/2024,acd04,1,multi_nacl,multi_nacl,NA,NA,"{0,1,3,2,0,4,4,3,2,1,0,3,1,3,0,2,4,1,2,4,0,1,2,3,4,3,0,4,1,2,1,0,3,2,2,0,4,3,4,1,2,2,1,1,3,0,4,4,3,0,2,3,0,1,1,2,3,0,4,4,0,4,3,0,1,1,2,3,2,4,2,4,1,3,0,2,3,0,1,4,0,3,0,4,2,1,4,1,3,2,2,1,0,1,3,4,2,0,4,3};",NA,wr,npm
2024_05_23_acd05,acd,05/23/2024,acd05,1,multi_nacl,multi_nacl,NA,NA,"{1,4,4,2,1,3,3,0,2,0,1,2,0,1,3,4,4,3,2,0,1,2,1,0,2,3,0,4,3,4,2,2,3,0,0,4,1,3,1,4,3,0,3,1,2,4,4,2,0,1,3,1,1,2,4,0,0,4,2,3,0,1,2,3,1,0,4,4,2,3,2,3,1,4,2,4,3,1,0,0,1,4,0,3,0,3,2,4,1,2,4,2,3,4,0,3,1,0,1,2};",NA,wr,npm
2024_05_23_acd06,acd,05/23/2024,acd06,1,multi_nacl,multi_nacl,NA,NA,"{2,1,4,3,3,0,0,1,2,4,1,3,1,4,2,4,2,0,0,3,0,1,4,0,4,1,2,3,3,2,4,2,1,0,2,0,3,1,4,3,1,3,2,0,0,2,1,3,4,4,3,2,4,4,1,1,0,0,2,3,2,0,4,1,4,3,0,1,3,2,1,3,0,4,2,1,3,2,4,0,4,3,3,0,2,0,1,4,2,1,1,2,3,1,3,4,0,2,4,0};",NA,wr,npm
2024_05_23_acd07,acd,05/23/2024,acd07,1,multi_nacl,multi_nacl,NA,NA,"{1,0,4,4,1,3,0,3,2,2,4,2,0,3,3,1,4,1,2,0,4,3,1,0,2,3,2,4,1,0,0,0,4,3,2,1,2,3,4,1,2,2,4,1,1,0,0,4,3,3,1,2,3,2,0,1,0,3,4,4,1,0,4,3,2,4,2,1,0,3,4,3,0,2,3,1,4,1,2,0,0,3,2,3,0,1,4,4,1,2,2,1,4,3,3,2,0,4,0,1};",NA,wr,npm
2024_05_23_acd08,acd,05/23/2024,acd08,1,multi_nacl,multi_nacl,NA,NA,"{2,0,0,1,3,4,2,4,3,1,2,3,2,0,4,4,1,1,3,0,3,4,2,2,1,0,4,3,0,1,1,0,1,3,2,4,4,2,3,0,3,2,0,1,0,1,4,4,3,2,3,1,2,0,4,2,3,0,4,1,4,2,1,3,2,0,4,1,3,0,3,1,3,4,4,0,2,2,0,1,3,4,0,0,1,1,2,2,4,3,1,4,0,1,4,3,2,2,3,0};",NA,wr,npm
2024_05_23_acd09,acd,05/23/2024,acd09,1,multi_nacl,multi_nacl,NA,NA,"{1,0,4,3,4,0,2,3,1,2,3,4,1,2,2,4,0,3,1,0,4,4,3,0,2,0,1,3,2,1,4,1,4,3,1,2,0,0,2,3,2,4,4,1,0,3,0,3,1,2,2,3,2,0,0,4,3,1,1,4,4,0,3,4,0,1,2,3,2,1,4,2,0,3,1,1,3,2,0,4,0,4,0,4,1,3,1,2,2,3,1,3,2,1,4,2,3,0,4,0};",NA,wr,npm
2024_05_23_acd10,acd,05/23/2024,acd10,1,multi_nacl,multi_nacl,NA,NA,"{2,0,3,4,1,0,2,3,1,4,1,1,3,4,2,0,2,0,4,3,2,1,0,2,4,1,4,3,3,0,1,3,1,3,4,0,0,2,2,4,0,0,4,1,3,2,4,1,2,3,1,1,4,2,3,3,2,0,0,4,1,1,2,0,3,2,4,0,3,4,3,0,1,1,4,3,0,2,2,4,4,4,0,1,3,2,2,3,0,1,3,2,0,0,4,3,4,1,1,2};",NA,wr,npm
2024_05_23_acd11,acd,05/23/2024,acd11,1,multi_nacl,multi_nacl,NA,NA,"{3,0,2,1,3,2,1,4,0,4,4,0,1,0,3,1,4,2,3,2,0,3,1,3,0,4,4,2,1,2,3,3,2,0,1,2,4,1,0,4,0,1,4,3,2,2,0,4,1,3,0,3,2,2,1,4,3,4,1,0,0,2,3,3,0,1,2,4,1,4,0,3,2,4,1,0,2,3,1,4,0,3,4,1,2,3,4,0,1,2,1,1,0,0,2,4,3,2,3,4};",NA,wr,npm
2024_05_23_acd12,acd,05/23/2024,acd12,1,multi_nacl,multi_nacl,NA,NA,"{1,2,3,4,0,4,2,3,1,0,3,3,2,0,1,4,0,2,4,1,2,2,0,4,1,0,4,3,3,1,2,0,1,2,3,3,4,4,1,0,1,2,0,1,3,4,3,0,2,4,2,0,0,4,1,2,3,3,1,4,3,4,0,2,2,1,0,1,3,4,1,2,4,3,1,2,3,0,4,0,0,1,1,4,3,3,2,4,0,2,0,4,1,1,3,0,3,2,4,2};",NA,wr,npm
2024_05_23_acd13,acd,05/23/2024,acd13,1,multi_nacl,multi_nacl,NA,NA,"{1,3,4,1,4,0,0,2,3,2,3,2,4,2,0,0,1,3,4,1,0,2,4,3,0,2,1,1,4,3,3,2,4,3,2,4,0,1,0,1,1,2,1,0,3,4,4,2,0,3,0,2,4,1,3,4,3,2,0,1,0,1,4,3,0,2,2,3,4,1,1,2,4,3,0,1,2,4,0,3,3,2,2,4,3,0,1,1,4,0,2,1,3,4,0,3,4,0,2,1};",NA,wr,npm
2024_05_23_acd14,acd,05/23/2024,acd14,1,multi_nacl,multi_nacl,NA,NA,"{4,0,3,3,1,0,2,2,1,4,1,3,4,0,4,0,3,2,1,2,0,0,4,3,2,2,4,3,1,1,4,0,1,1,0,2,2,3,3,4,1,3,4,0,2,2,0,4,1,3,1,0,4,0,2,1,2,4,3,3,4,1,2,0,2,0,3,4,3,1,0,4,1,3,0,1,3,4,2,2,1,3,1,4,0,2,3,4,2,0,2,0,4,2,1,3,3,4,1,0};",NA,wr,npm
2024_05_28_acd01,acd,05/28/2024,acd01,1,water_nacl_opto,water_nacl,NA,NA,"{1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1};","{-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0,-1,-1,-1,-1,0,-1,-1,-1};",wr,npm
2024_05_28_acd02,acd,05/28/2024,acd02,1,water_nacl_opto,water_nacl,NA,NA,"{1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,1};","{-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1};",wr,npm
2024_05_28_acd03,acd,05/28/2024,acd03,1,water_nacl_opto,water_nacl,NA,NA,"{0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0};","{0,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,-1,-1,-1,-1,-1,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1};",wr,npm
2024_05_28_acd04,acd,05/28/2024,acd04,1,water_nacl_opto,water_nacl,NA,NA,"{0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0};","{-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1};",wr,npm
2024_05_28_acd05,acd,05/28/2024,acd05,1,water_nacl_opto,water_nacl,NA,NA,"{0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0};","{-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1};",wr,npm
2024_05_28_acd06,acd,05/28/2024,acd06,1,water_nacl_opto,water_nacl,NA,NA,"{1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1};","{-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0,-1,-1,-1,-1,0,-1,-1,-1};",wr,npm
2024_05_28_acd07,acd,05/28/2024,acd07,1,water_nacl_opto,water_nacl,NA,NA,"{1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,1};","{-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1};",wr,npm
2024_05_28_acd08,acd,05/28/2024,acd08,1,water_nacl_opto,water_nacl,NA,NA,"{0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0};","{0,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,-1,-1,-1,-1,-1,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1};",wr,npm
2024_05_28_acd09,acd,05/28/2024,acd09,1,water_nacl_opto,water_nacl,NA,NA,"{1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,1};","{-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1};",wr,npm
2024_05_28_acd10,acd,05/28/2024,acd10,1,water_nacl_opto,water_nacl,NA,NA,"{1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1};","{-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0,-1,-1,-1,-1,0,-1,-1,-1};",wr,npm
2024_05_28_acd11,acd,05/28/2024,acd11,1,water_nacl_opto,water_nacl,NA,NA,"{0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0};","{0,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,-1,-1,-1,-1,-1,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1};",wr,npm
2024_05_28_acd12,acd,05/28/2024,acd12,1,water_nacl_opto,water_nacl,NA,NA,"{0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0};","{-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1};",wr,npm
2024_05_28_acd13,acd,05/28/2024,acd13,1,water_nacl_opto,water_nacl,NA,NA,"{0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1};","{-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,0,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0};",wr,npm
2024_05_28_acd14,acd,05/28/2024,acd14,1,water_nacl_opto,water_nacl,NA,NA,"{0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0};","{-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1};",wr,npm
2024_05_29_acd01,acd,05/29/2024,acd01,1,water_nacl_opto,water_nacl,NA,NA,"{0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0};","{0,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,-1,-1,-1,-1,-1,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1};",wr,npm
2024_05_29_acd02,acd,05/29/2024,acd02,1,water_nacl_opto,water_nacl,NA,NA,"{0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0};","{-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1};",wr,npm
2024_05_29_acd03,acd,05/29/2024,acd03,1,water_nacl_opto,water_nacl,NA,NA,"{0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0};","{-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1};",wr,npm
2024_05_29_acd04,acd,05/29/2024,acd04,1,water_nacl_opto,water_nacl,NA,NA,"{1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1};","{-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0,-1,-1,-1,-1,0,-1,-1,-1};",wr,npm
2024_05_29_acd05,acd,05/29/2024,acd05,1,water_nacl_opto,water_nacl,NA,NA,"{1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,1};","{-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1};",wr,npm
2024_05_29_acd06,acd,05/29/2024,acd06,1,water_nacl_opto,water_nacl,NA,NA,"{0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0};","{0,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,-1,-1,-1,-1,-1,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1};",wr,npm
